name,euler_x,euler_y,euler_z
distorted_350_000_0_0_0.png,179.99999999895036,1.0496406946844376e-09,-9.61737497585361e-21
distorted_350_001_0.1_0_0.png,-174.8589776046656,-0.06309580910109111,-0.14503701546408318
distorted_350_002_0_0.1_0.png,-179.9531363403692,5.383720303558334,-0.14828643771746325
distorted_350_003_0_0_0.1.png,179.99999999661614,9.898692151272134e-09,5.743193862173582
distorted_350_004_-0.1_0_0.png,174.61627790574764,-0.04665692771473632,0.15268344196037525
distorted_350_005_0_-0.1_0.png,-179.93664929136315,-5.141019258031717,0.1393603261180131
distorted_350_006_0_0_-0.1.png,179.9999999930473,-5.726191402249678e-09,-5.743193861903519
distorted_350_007_0.2_0_0.png,-170.68105941190828,-0.40325661414119257,-0.45753253740138305
distorted_350_008_0_0.2_0.png,-179.5638703523641,10.200157007220811,-0.4476345870254481
distorted_350_009_0_0_0.2.png,179.99999999641423,-7.582585820424657e-09,11.406552584574069
distorted_350_010_-0.2_0_0.png,169.7995536613977,-0.42923644257972965,0.5248690973706255
distorted_350_011_0_-0.2_0.png,-179.59135014470397,-9.318707727102188,0.3913604135707693
distorted_350_012_0_0_-0.2.png,179.9999999978072,6.639792500793485e-09,-11.406552584326265
distorted_350_013_0.3_0_0.png,-168.49675275077075,-1.2111574347680885,-0.9221752878775628
distorted_350_014_0_0.3_0.png,-178.66407720560935,13.623597253106588,-0.8979097698758928
distorted_350_015_0_0_0.3.png,179.9999999992558,7.356442990046828e-09,17.138885325001624
distorted_350_016_-0.3_0_0.png,166.37283676169696,-1.2983286593254388,1.2126300495228037
distorted_350_017_0_-0.3_0.png,-178.7640226751421,-11.5006422014097,0.6757108679358543
distorted_350_018_0_0_-0.3.png,179.99999999465325,-7.649799518875039e-09,-17.138885324281205
distorted_350_019_0.4_0_0.png,-167.53485132919633,-2.6696489486627915,-1.5279707910222586
distorted_350_020_0_0.4_0.png,-176.77336611053,16.42609338344605,-1.5703614052553097
distorted_350_021_0_0_0.4.png,179.81340362557617,-0.056972052561207014,22.900201086253123
distorted_350_022_-0.4_0_0.png,163.54923417296732,-3.094808364912772,2.4836717489839053
distorted_350_023_0_-0.4_0.png,-177.2659970015532,-12.451402964712738,0.9380616143987576
distorted_350_024_0_0_-0.4.png,-179.94302764532176,0.18659628216195412,-22.90001554354033
distorted_350_025_0.5_0_0.png,-167.54024170481102,-4.400210619634139,-2.2052784550442954
distorted_350_026_0_0.5_0.png,-174.620151821602,18.710657107242508,-2.8666740086356346
distorted_350_027_0_0_0.5.png,-179.93216332892823,-0.06592357465914774,28.593958828688848
distorted_350_028_-0.5_0_0.png,161.2123541766041,-5.094753589194222,4.597034499365229
distorted_350_029_0_-0.5_0.png,-175.49408616495552,-12.422445461826928,1.2340655799064093
distorted_350_030_0_0_-0.5.png,-179.934076379546,-0.06783662739039553,-28.594036880310778
